from,to,value
125097,97449,1
125097,110470,2
125097,81702,1
59582,59582,14
59582,61486,3
59582,59051,1
59582,59186,6
59582,59188,1
59582,59432,1
59582,59508,2
59582,59527,3
59582,59532,1
59582,59551,1
59582,62834,2
59582,60263,5
59582,60318,2
59582,60359,4
59582,60680,1
59582,61072,4
59582,61164,1
59582,61223,1
59582,61264,1
59582,61453,1
59582,59409,4
59582,61691,1
59582,61893,3
59582,62032,1
59582,62242,1
59582,62180,1
59582,62468,1
59582,62493,1
59582,62521,1
59582,62584,1
59582,62596,1
59582,62646,1
59582,62680,1
59582,62779,1
59582,62877,1
59582,62364,1
59582,60479,1
59582,62142,5
59582,61317,7
59582,62082,5
59582,55363,4
85286,85286,4
85286,148887,1
85286,59186,1
85286,59513,1
85286,61995,1
85286,59945,3
85286,60117,1
85286,60542,2
85286,61725,1
85286,61832,1
85286,61908,1
85286,253043,1
85286,244246,1
125128,125128,4
125128,82589,1
125128,68769,1
125128,124904,1
125131,125131,8
125131,337092,2
125131,124973,1
125131,85004,2
125131,61453,1
125131,61454,2
125131,324251,1
125132,125132,1
125132,81131,1
125132,146272,1
59601,59601,18
59601,61938,1
59601,61660,3
59601,59188,2
59601,59508,2
59601,59518,2
59601,59527,1
59601,59532,3
59601,59790,2
59601,59819,1
59601,59874,2
59601,59984,1
59601,60003,1
59601,60075,1
59601,60263,1
59601,60542,1
59601,60654,1
59601,60848,1
59601,60971,1
59601,61164,1
59601,61223,2
59601,61248,1
59601,62032,1
59601,60445,1
59601,62779,2
59601,59889,1
59601,55363,1
125139,125139,10
125139,124305,1
125139,54460,1
125139,86572,2
125139,57116,1
59610,59610,5
59610,59196,1
59610,59611,1
59610,60971,1
59610,61248,2
59610,298980,1
59610,62521,1
59610,61028,1
59611,59611,1
59611,59610,1
59611,61248,1
59624,59624,6
59624,60350,1
59624,59186,3
59624,62207,1
59624,59432,1
59624,59441,1
59624,59508,2
59624,59518,1
59624,59790,1
59624,59819,1
59624,60263,3
59624,60318,1
59624,60359,1
59624,60369,1
59624,60658,1
59624,60680,1
59624,61072,2
59624,62601,1
59624,61164,2
59624,61223,2
59624,61248,1
59624,60755,1
59624,61893,3
59624,62242,2
59624,62180,1
59624,54200,1
59624,62493,1
59624,60935,1
59624,62518,1
59624,62584,1
59624,62596,2
59624,62646,1
59624,62680,1
59624,62779,1
59624,62103,1
59624,62142,4
59624,61317,4
59624,62082,1
59624,55363,3
59624,60047,2
84237,84237,1
59662,59662,23
59662,61486,2
59662,59206,1
59662,61938,2
59662,61529,2
59662,61636,1
59662,60350,1
59662,61660,5
59662,59135,1
59662,59188,12
59662,59532,6
59662,59551,11
59662,59790,1
59662,59819,3
59662,59874,8
59662,60003,2
59662,60075,1
59662,60156,1
59662,62834,1
59662,60263,1
59662,60359,1
59662,60542,1
59662,60587,1
59662,60654,5
59662,60756,1
59662,60868,5
59662,60871,1
59662,60971,8
59662,61026,3
59662,62601,1
59662,61164,2
59662,61190,1
59662,61223,1
59662,61248,4
59662,61264,2
59662,61453,1
59662,61454,7
59662,59409,1
59662,61721,1
59662,61791,1
59662,61832,1
59662,60445,1
59662,62318,1
59662,62468,2
59662,62521,1
59662,62646,1
59662,62680,4
59662,62724,4
59662,62779,12
59662,62103,1
59662,60479,7
59662,59889,1
59662,62082,1
59662,55363,2
239888,239888,1
59671,59671,1
59672,59672,10
59672,61529,1
59672,59051,1
59672,61660,1
59672,59186,1
59672,59188,1
59672,59508,1
59672,59790,2
59672,59819,1
59672,62834,1
59672,60263,2
59672,60542,1
59672,60868,1
59672,61090,1
59672,61164,2
59672,61223,2
59672,61264,1
59672,61893,1
59672,62136,1
59672,62242,1
59672,62493,1
59672,62364,1
59672,59889,1
59672,244246,1
59672,61317,1
133741,133741,1
182569,182569,5
182569,82774,1
59702,59702,1
59702,59051,1
59702,60542,1
59702,244246,1
83680,83680,1
83680,86603,1
83680,96084,1
149826,149826,1
166211,166211,1
117068,117068,6
117068,54200,4
117068,81747,1
59726,59726,1
82317,82317,3
149845,149845,3
149845,99505,1
149845,208851,1
166233,166233,2
166233,82086,1
166233,142249,1
166233,60542,1
166233,61248,1
166233,61832,1
166233,163001,1
166233,142841,1
166233,142852,1
166233,64671,1
59746,59746,2
59746,61660,1
100714,100714,1
100714,206549,1
108909,108909,1
59760,59760,1
59760,98585,1
59760,118664,1
59760,111610,1
62002,62002,1
59784,59784,12
59784,90262,1
59784,61968,2
59784,141021,1
59784,59288,1
59784,150358,2
59784,253112,1
59784,82512,1
59784,61248,1
59784,86933,2
59784,62364,3
59784,72351,2
59784,80701,1
59784,61317,1
59784,55363,1
59784,57136,3
59784,57203,2
59784,62575,1
59786,59786,185
59786,131154,1
59786,82575,5
59786,82577,2
59786,61660,1
59786,59287,1
59786,59551,1
59786,59874,2
59786,84929,9
59786,60714,9
59786,60868,1
59786,61454,1
59786,61725,1
59786,143703,5
59786,81304,1
59786,95369,4
59786,95378,4
59786,62644,1
59786,62724,1
59786,111933,2
59786,62364,1
59786,95930,4
59786,95937,5
59786,95939,6
59786,95940,16
59786,95294,2
59786,244246,2
59786,61317,1
59788,59788,1
59790,59790,502
59790,61486,173
59790,59206,32
59790,61938,7
59790,61529,16
59790,82897,4
59790,61636,1
59790,337411,1
59790,58989,20
59790,60350,40
59790,59051,2
59790,59100,1
59790,61660,21
59790,59135,19
59790,59186,1
59790,59188,256
59790,59425,4
59790,59432,1
59790,59441,3
59790,59508,25
59790,59518,83
59790,59532,135
59790,59551,20
59790,59601,2
59790,59624,1
59790,59662,1
59790,59672,2
59790,59819,83
59790,59856,1
59790,59874,121
59790,59901,36
59790,59984,17
59790,60003,24
59790,62284,13
59790,60075,64
59790,60156,3
59790,62834,31
59790,60263,60
59790,60284,2
59790,60318,1
59790,60359,3
59790,60369,3
59790,60473,14
59790,60542,2
59790,60587,5
59790,60654,26
59790,60824,3
59790,60848,1
59790,60868,6
59790,60871,25
59790,60971,70
59790,61026,5
59790,61053,24
59790,61090,6
59790,62601,8
59790,61164,39
59790,61190,5
59790,61223,121
59790,61232,6
59790,61248,14
59790,61264,117
59790,61339,1
59790,61374,4
59790,61404,9
59790,61453,7
59790,61454,97
59790,86084,22
59790,59409,89
59790,61581,16
59790,61680,3
59790,61691,1
59790,61700,4
59790,61721,4
59790,61764,1
59790,61791,2
59790,61797,1
59790,61890,5
59790,61893,9
59790,61910,1
59790,62032,9
59790,62136,40
59790,60445,1
59790,62242,1
59790,62180,1
59790,62214,22
59790,89561,2
59790,62264,1
59790,54200,7
59790,62288,1
59790,62293,1
59790,62468,83
59790,62493,92
59790,60935,1
59790,62518,2
59790,62521,14
59790,62536,1
59790,62543,7
59790,62584,2
59790,62596,3
59790,62322,5
59790,62644,4
59790,62646,10
59790,54460,1
59790,62680,143
59790,62724,23
59790,341281,1
59790,62779,212
59790,62103,70
59790,62823,5
59790,62364,5
59790,60479,37
59790,251925,1
59790,62142,11
59790,59889,15
59790,61317,15
59790,89607,2
59790,62082,3
59790,55363,77
59790,62796,6
133524,133524,1
133524,127945,1
133524,82267,1
133524,59206,1
133524,65852,1
133524,61660,1
133524,60542,1
59809,59809,1
59809,60263,1
166310,166310,4
166310,107617,1
100777,100777,11
125354,125354,21
125354,82384,2
125354,58092,1
125354,82774,1
125354,82417,1
125354,59276,2
125354,61891,1
125354,60075,1
125354,60231,2
125354,199542,1
125354,60542,1
125354,85265,2
125354,81115,1
125354,81131,1
125354,61035,1
125354,61231,1
125354,110424,1
125354,61605,1
125354,87270,2
125354,54564,1
125354,244153,1
125354,146272,5
125354,61996,1
125354,81033,2
125354,81196,1
125354,81197,1
59819,59819,322
59819,61486,105
59819,82260,1
59819,59206,37
59819,61938,12
59819,61529,20
59819,107145,1
59819,82897,4
59819,61636,3
59819,337411,1
59819,58989,23
59819,60350,47
59819,59051,7
59819,61660,46
59819,59135,11
59819,59186,2
59819,59188,160
59819,59425,1
59819,59432,1
59819,59441,1
59819,59508,12
59819,59518,55
59819,59532,83
59819,59551,20
59819,59601,1
59819,59624,1
59819,59662,3
59819,59672,1
59819,59790,83
59819,59856,1
59819,59874,107
59819,59901,15
59819,59945,1
59819,59984,8
59819,60003,30
59819,62284,13
59819,60075,52
59819,60156,4
59819,62834,63
59819,60263,38
59819,60284,3
59819,60318,1
59819,60359,3
59819,60369,2
59819,60473,23
59819,60542,4
59819,60587,2
59819,60654,24
59819,60824,4
59819,60868,4
59819,60871,39
59819,60971,69
59819,61026,13
59819,61053,27
59819,61072,1
59819,61090,22
59819,62601,10
59819,61164,62
59819,61190,5
59819,61223,88
59819,61231,1
59819,61248,13
59819,61264,67
59819,61339,1
59819,61374,3
59819,61404,5
59819,61453,6
59819,61454,56
59819,86084,33
59819,59409,70
59819,61581,6
59819,53504,1
59819,61700,7
59819,61725,1
59819,61764,3
59819,61791,3
59819,61797,2
59819,61890,4
59819,61893,11
59819,62032,4
59819,62136,26
59819,60445,3
59819,62242,1
59819,62214,19
59819,89561,1
59819,62264,1
59819,62318,1
59819,54200,9
59819,54205,1
59819,62293,3
59819,62468,54
59819,62493,61
59819,62518,2
59819,62521,12
59819,62543,2
59819,62584,1
59819,62596,1
59819,62322,3
59819,62644,13
59819,62646,4
59819,54460,1
59819,62680,123
59819,62724,15
59819,341281,2
59819,62779,147
59819,62787,3
59819,62103,54
59819,62823,2
59819,62364,4
59819,60479,28
59819,96084,1
59819,55537,1
59819,62142,6
59819,59889,31
59819,61317,11
59819,62082,3
59819,55363,66
59819,81591,1
59819,81743,1
59819,81748,1
59819,60047,1
59819,62796,6
199089,199089,1
142748,142748,3
142748,123472,1
142748,82596,1
142748,123797,1
142748,58326,1
142748,82924,1
142748,82926,1
142748,58428,1
142748,58510,1
142748,124260,1
142748,125092,1
142748,59935,1
142748,56479,1
142748,85334,1
142748,61173,1
142748,184513,1
142748,61725,1
142748,103403,1
142748,70868,1
142748,86508,1
142748,194019,1
142748,87596,1
142748,81033,1
142748,133731,1
142748,58676,1
142748,57203,1
86555,86555,1
80972,80972,7
80972,112024,1
80972,80975,1
59856,59856,28
59856,61486,2
59856,84723,1
59856,61938,2
59856,61529,4
59856,132083,1
59856,59051,1
59856,61660,6
59856,59135,1
59856,59188,7
59856,59532,7
59856,59551,2
59856,59790,1
59856,59819,1
59856,59874,7
59856,59945,1
59856,60075,3
59856,60156,1
59856,62834,4
59856,60263,1
59856,60542,1
59856,60868,1
59856,60971,7
59856,61053,2
59856,61090,1
59856,61164,1
59856,61223,4
59856,61232,1
59856,61248,6
59856,61264,2
59856,61404,2
59856,61453,1
59856,61454,7
59856,86084,1
59856,61680,3
59856,61791,2
59856,61893,2
59856,62180,1
59856,62293,3
59856,62468,3
59856,62493,1
59856,62518,3
59856,62521,1
59856,62680,2
59856,62779,9
59856,62417,1
59856,59889,1
59856,244246,1
59856,89382,2
59856,55363,2
84435,84435,14
84435,90356,1
84435,83096,1
84435,59945,1
84435,62834,1
84435,60523,1
84435,61078,2
84435,61231,2
84435,61248,1
84435,61725,1
84435,61970,1
84435,54564,1
84435,112024,1
84435,146272,2
84435,81033,1
84435,81195,1
84435,130432,1
84435,57116,1
166364,166364,1
166364,82329,1
85888,85888,3
109023,109023,4
109023,129501,1
59874,59874,776
59874,61486,161
59874,59206,88
59874,82375,1
59874,61938,28
59874,82447,1
59874,61529,45
59874,90696,6
59874,82897,11
59874,83183,1
59874,165267,5
59874,337411,2
59874,91704,1
59874,58989,26
59874,60350,43
59874,59051,4
59874,59100,1
59874,61660,68
59874,59135,24
59874,59188,358
59874,59288,3
59874,59324,1
59874,59441,4
59874,59508,15
59874,59518,58
59874,59532,248
59874,59551,129
59874,59601,2
59874,59662,8
59874,59786,2
59874,59790,121
59874,59819,107
59874,59856,7
59874,59901,45
59874,59945,1
59874,59984,13
59874,60003,45
59874,62284,17
59874,60075,107
59874,60156,8
59874,62834,112
59874,60182,1
59874,60263,73
59874,60284,9
59874,60359,3
59874,60523,1
59874,60473,37
59874,60542,9
59874,60587,5
59874,60654,59
59874,60756,4
59874,60824,5
59874,60868,19
59874,60871,58
59874,60971,157
59874,61026,31
59874,61034,1
59874,61053,57
59874,61072,2
59874,61090,14
59874,62601,12
59874,61164,50
59874,61190,10
59874,61223,136
59874,61232,12
59874,61248,47
59874,61264,166
59874,61339,1
59874,61374,2
59874,61404,8
59874,60755,6
59874,61453,31
59874,61454,167
59874,86084,56
59874,59409,96
59874,61581,22
59874,61605,9
59874,61680,1
59874,61700,12
59874,61719,2
59874,61721,7
59874,61725,6
59874,61764,1
59874,61791,11
59874,61797,3
59874,61832,4
59874,61890,6
59874,61893,34
59874,61910,2
59874,86603,1
59874,62032,11
59874,62136,39
59874,60445,11
59874,62242,1
59874,62180,2
59874,62214,29
59874,62264,1
59874,62318,1
59874,54200,13
59874,62293,10
59874,62468,164
59874,62493,60
59874,62518,5
59874,62521,28
59874,62543,7
59874,62573,3
59874,62584,2
59874,95378,1
59874,62322,4
59874,62644,4
59874,62646,5
59874,54460,1
59874,62680,167
59874,62724,49
59874,62779,378
59874,111933,1
59874,62103,110
59874,62823,5
59874,62838,5
59874,112024,1
59874,62364,8
59874,95940,1
59874,60479,79
59874,153762,1
59874,112873,4
59874,96537,1
59874,62142,8
59874,62417,2
59874,80587,1
59874,86572,1
59874,59889,20
59874,244246,3
59874,81033,1
59874,81197,1
59874,61317,11
59874,122379,1
59874,62082,3
59874,55363,120
59874,81748,1
59874,62796,9
80977,80977,9
80977,194217,1
80977,110173,1
80977,86702,1
80977,95294,1
80977,129501,2
68076,68076,2
182773,182773,3
182773,265569,1
182773,86685,3
182773,86782,1
182773,86839,1
182773,86933,1
59901,59901,171
59901,61486,37
59901,59206,3
59901,61938,4
59901,61529,10
59901,115438,1
59901,82774,2
59901,83136,1
59901,60350,6
59901,59100,1
59901,61660,15
59901,59135,8
59901,59188,109
59901,59276,1
59901,59288,2
59901,59508,10
59901,59513,1
59901,59518,15
59901,59532,62
59901,59551,8
59901,59790,36
59901,59819,15
59901,59874,45
59901,59945,5
59901,59984,2
59901,60003,1
59901,62284,6
59901,61891,1
59901,60075,12
59901,60156,2
59901,62834,4
59901,60194,1
59901,60231,1
59901,60263,13
59901,60284,1
59901,60587,1
59901,60654,2
59901,85265,2
59901,81131,1
59901,60868,3
59901,60871,1
59901,60971,15
59901,61026,2
59901,61034,1
59901,61035,1
59901,61053,6
59901,61090,4
59901,62601,2
59901,61164,6
59901,61223,25
59901,61231,1
59901,61232,1
59901,61248,1
59901,61264,39
59901,61374,1
59901,61404,5
59901,61453,3
59901,61454,13
59901,59409,18
59901,61581,1
59901,61680,1
59901,61721,1
59901,61725,1
59901,61764,2
59901,61797,1
59901,61893,2
59901,61970,1
59901,62032,2
59901,62136,13
59901,60445,1
59901,62214,4
59901,62468,13
59901,62493,29
59901,62521,2
59901,62543,4
59901,62573,1
59901,62322,2
59901,62644,2
59901,62646,2
59901,70846,1
59901,62680,27
59901,62724,4
59901,62779,76
59901,62103,12
59901,62823,1
59901,62364,2
59901,60479,15
59901,62142,1
59901,59889,1
59901,61996,2
59901,244246,6
59901,81033,1
59901,81181,1
59901,61317,5
59901,55363,42
322052,322052,3
322052,82774,1
322052,123799,1
322052,126853,1
322052,125097,1
322052,61891,1
322052,60868,1
322052,61832,1
322052,54460,1
322052,97449,1
322052,81702,1
59935,59935,1
59935,82596,1
59935,58326,1
59935,58428,1
59935,58510,1
59935,124260,1
59935,125092,1
59935,142748,1
59935,56479,1
59935,85334,1
59935,61173,1
59935,184513,1
59935,61725,1
59935,103403,1
59935,70868,1
59935,86508,1
59935,194019,1
59935,87596,1
59935,133731,1
59935,58676,1
59935,57203,1
133671,133671,1
59945,59945,147
59945,90356,1
59945,61486,3
59945,59206,8
59945,61529,3
59945,82772,1
59945,132083,1
59945,83096,1
59945,165267,4
59945,148887,1
59945,59051,8
59945,198363,1
59945,61660,10
59945,59186,1
59945,59188,1
59945,59196,1
59945,59288,5
59945,59513,3
59945,59532,11
59945,59551,3
59945,61995,2
59945,85286,3
59945,59819,1
59945,59856,1
59945,84435,1
59945,59874,1
59945,59901,5
59945,60117,1
59945,62834,1
59945,60194,1
59945,60231,4
59945,60263,1
59945,60284,1
59945,84929,3
59945,60359,1
59945,60542,25
59945,126088,1
59945,60654,1
59945,60714,3
59945,60794,1
59945,60868,4
59945,60871,2
59945,60971,1
59945,61034,3
59945,61078,1
59945,61223,1
59945,61231,1
59945,61248,9
59945,61352,1
59945,61383,1
59945,61454,8
59945,59409,4
59945,61605,10
59945,61725,11
59945,61764,3
59945,184670,1
59945,61832,6
59945,61908,1
59945,86603,1
59945,62136,3
59945,62318,1
59945,62493,1
59945,62521,1
59945,95301,1
59945,62555,1
59945,301243,1
59945,62573,12
59945,95369,1
59945,62646,1
59945,70846,1
59945,62724,1
59945,62779,10
59945,111933,1
59945,112024,1
59945,60479,23
59945,153762,2
59945,58588,1
59945,62417,8
59945,146272,1
59945,61996,1
59945,89119,1
59945,253043,1
59945,244246,16
59945,81195,1
59945,81197,1
59945,130432,1
59945,56726,1
59945,61317,1
59945,55363,5
59945,132395,1
59945,57116,1
133751,133751,2
59984,59984,37
59984,61486,12
59984,59206,4
59984,61938,1
59984,82897,2
59984,337411,1
59984,58989,2
59984,60350,8
59984,61660,7
59984,59135,2
59984,59188,14
59984,59441,1
59984,59508,6
59984,59518,13
59984,59532,24
59984,59551,10
59984,59601,1
59984,59790,17
59984,59819,8
59984,59874,13
59984,59901,2
59984,60003,2
59984,60075,1
59984,60156,1
59984,62834,6
59984,60263,11
59984,60284,3
59984,60359,1
59984,60473,4
59984,60542,1
59984,60587,1
59984,60654,8
59984,60824,2
59984,60848,3
59984,60868,4
59984,60871,5
59984,60971,11
59984,61026,3
59984,61053,1
59984,62601,3
59984,61164,3
59984,61190,5
59984,61223,18
59984,61248,3
59984,61264,7
59984,61339,1
59984,61374,1
59984,61453,1
59984,61454,12
59984,86084,6
59984,59409,11
59984,61581,4
59984,61700,1
59984,61725,2
59984,61890,3
59984,61893,1
59984,62032,3
59984,62136,6
59984,60445,2
59984,62214,7
59984,62264,1
59984,62468,9
59984,62493,5
59984,62521,5
59984,62543,2
59984,62584,1
59984,62322,2
59984,62644,1
59984,62646,2
59984,54460,1
59984,62680,13
59984,62724,9
59984,62779,11
59984,62103,9
59984,62823,3
59984,62364,1
59984,60479,10
59984,62142,2
59984,59889,3
59984,61317,4
59984,55363,4
59984,62796,3
82361,82361,8
82361,90356,1
82361,82359,1
82361,82772,1
82361,123793,1
82361,82918,1
82361,82924,1
82361,123906,1
82361,83096,1
82361,93269,1
82361,61997,1
82361,340686,1
82361,54989,1
82361,81181,1
82361,81197,1
60003,60003,63
60003,61486,16
60003,59206,41
60003,61938,8
60003,90747,1
60003,82897,9
60003,61636,1
60003,337411,1
60003,58989,22
60003,60350,14
60003,61660,3
60003,59135,8
60003,59188,47
60003,59508,2
60003,59518,18
60003,59532,29
60003,59551,6
60003,59601,1
60003,59662,2
60003,59790,24
60003,59819,30
60003,59874,45
60003,59901,1
60003,59984,2
60003,62284,4
60003,60075,26
60003,62834,22
60003,60263,22
60003,60284,3
60003,60359,2
60003,60473,21
60003,60542,2
60003,60587,1
60003,60654,27
60003,60824,4
60003,60868,1
60003,60871,32
60003,60971,34
60003,61026,3
60003,61053,2
60003,61090,1
60003,62601,2
60003,61164,20
60003,61190,4
60003,61223,25
60003,61232,2
60003,61248,13
60003,61264,9
60003,60755,1
60003,61453,3
60003,61454,32
60003,86084,32
60003,59409,15
60003,61700,4
60003,61721,1
60003,61890,4
60003,61893,4
60003,62032,4
60003,62136,1
60003,60445,3
60003,62214,17
60003,54200,6
60003,62468,23
60003,62493,14
60003,62521,13
60003,62646,1
60003,62680,34
60003,62724,3
60003,62779,43
60003,62103,34
60003,60479,16
60003,62142,1
60003,61317,1
60003,62082,1
60003,55363,7
60003,62796,4
133733,133733,3
133733,60350,1
133733,133740,1
133733,133759,1
133733,96213,1
133733,121033,1
133733,244246,1
133735,133735,2
133736,133736,21
133736,82596,1
133736,82598,2
133736,103546,1
133738,133738,3
133740,133740,3
133740,61486,1
133740,205697,1
133740,60350,1
133740,133733,1
133740,96213,1
133740,121033,1
133740,244246,1
100974,100974,1
100974,83096,1
133754,133754,21
133754,82583,3
133754,82588,1
133754,82589,4
133754,84716,1
133755,133755,67
133755,133761,14
133755,95206,1
133756,133756,1
133757,133757,1
133758,133758,2
133759,133759,6
133759,133733,1
133761,133761,19
133761,133755,14
133761,85358,1
133761,95206,1
133761,56726,1
133763,133763,2
133763,82598,1
133763,59409,1
133763,155006,1
62284,62284,36
62284,61486,17
62284,59206,5
62284,61938,4
62284,61529,2
62284,82897,1
62284,58989,3
62284,60350,3
62284,61660,6
62284,59135,6
62284,59188,29
62284,59425,2
62284,59508,1
62284,59518,7
62284,59532,21
62284,59551,2
62284,59790,13
62284,59819,13
62284,59874,17
62284,59901,6
62284,60003,4
62284,60075,10
62284,60156,1
62284,62834,4
62284,60263,6
62284,60473,7
62284,60654,5
62284,60824,1
62284,60871,4
62284,60971,14
62284,61026,2
62284,61053,6
62284,61090,2
62284,61164,8
62284,61223,12
62284,61248,7
62284,61264,15
62284,61454,11
62284,86084,4
62284,59409,4
62284,61581,3
62284,61680,1
62284,61700,1
62284,61721,2
62284,61725,1
62284,61791,1
62284,61832,1
62284,61893,3
62284,62032,1
62284,62136,6
62284,62214,5
62284,62293,2
62284,62468,16
62284,62493,8
62284,62518,1
62284,62521,7
62284,62543,1
62284,62322,1
62284,62644,1
62284,62680,15
62284,62724,7
62284,62779,31
62284,62103,9
62284,62364,1
62284,60479,5
62284,59889,1
62284,89382,1
62284,55363,8
150156,150156,1
92818,92818,16
61891,61891,4
61891,82384,1
61891,82774,3
61891,123799,1
61891,126853,1
61891,59276,1
61891,125097,1
61891,125354,1
61891,59901,1
61891,322052,1
61891,60231,2
61891,199542,1
61891,60542,1
61891,60868,2
61891,61035,1
61891,61231,2
61891,110424,1
61891,54460,1
61891,70846,1
61891,61996,2
61891,81033,1
61891,97449,1
61891,81181,1
61891,81702,1
60053,60053,1
60053,124260,1
92823,92823,2
92839,92839,1
60075,60075,202
60075,61486,60
60075,59206,39
60075,61938,4
60075,61529,9
60075,90696,2
60075,82577,1
60075,82897,3
60075,61636,1
60075,58989,22
60075,60350,20
60075,61660,12
60075,59135,14
60075,59186,2
60075,59188,110
60075,59508,1
60075,59518,29
60075,59532,83
60075,59551,13
60075,61995,1
60075,59601,1
60075,59662,1
60075,59790,64
60075,125354,1
60075,59819,52
60075,59856,3
60075,59874,107
60075,59901,12
60075,59984,1
60075,60003,26
60075,62284,10
60075,60156,2
60075,62834,36
60075,60263,42
60075,60284,2
60075,60473,23
60075,60542,2
60075,60587,1
60075,60654,16
60075,60824,2
60075,60868,6
60075,60871,42
60075,60971,46
60075,61026,6
60075,61053,21
60075,61090,3
60075,62601,3
60075,61164,28
60075,61189,1
60075,61190,2
60075,61223,47
60075,61232,9
60075,61248,23
60075,61264,34
60075,61374,1
60075,61404,4
60075,61453,5
60075,61454,47
60075,86084,35
60075,59409,25
60075,61581,3
60075,61680,1
60075,61700,4
60075,61719,1
60075,61721,1
60075,61764,1
60075,61791,7
60075,61797,1
60075,61890,4
60075,61893,5
60075,62032,1
60075,62136,12
60075,60445,2
60075,62242,1
60075,62180,2
60075,62214,15
60075,54200,7
60075,62293,19
60075,62468,66
60075,62493,30
60075,62518,3
60075,62521,18
60075,62543,2
60075,62322,2
60075,62644,1
60075,62646,1
60075,62680,79
60075,62724,14
60075,54564,1
60075,62779,143
60075,111933,1
60075,62103,64
60075,62838,2
60075,60479,16
60075,72335,1
60075,59889,7
60075,54431,1
60075,244246,1
60075,61317,1
60075,55363,33
60075,62796,3
61898,61898,1
317216,317216,2
317216,133731,1
60117,60117,1
60117,148887,1
60117,85286,1
60117,59945,1
60117,60542,1
60117,61832,1
60117,244246,1
60121,60121,1
92900,92900,38
92900,92885,2
92900,92906,6
92900,93191,2
92900,259697,1
92906,92906,36
92906,92900,6
92906,93191,1
84728,84728,2
84728,85401,1
84730,84730,8
84730,82583,1
84730,82588,1
84730,82589,1
84730,82595,1
84730,59188,1
84730,95299,1
84730,154938,1
84730,155009,1
60156,60156,25
60156,61486,14
60156,59206,3
60156,61938,5
60156,60350,1
60156,59100,1
60156,61660,5
60156,59135,12
60156,59188,8
60156,59425,4
60156,59508,1
60156,59532,15
60156,59551,6
60156,59662,1
60156,59790,3
60156,59819,4
60156,59856,1
60156,59874,8
60156,59901,2
60156,59984,1
60156,62284,1
60156,60075,2
60156,62834,1
60156,60263,2
60156,60284,2
60156,60654,3
60156,60756,2
60156,60824,1
60156,60868,2
60156,60971,6
60156,61026,3
60156,61053,5
60156,61090,1
60156,61164,1
60156,61190,1
60156,61223,5
60156,61248,4
60156,61264,6
60156,61374,1
60156,61404,3
60156,61453,1
60156,61454,9
60156,86084,1
60156,59409,2
60156,61581,2
60156,61680,1
60156,61832,2
60156,61893,1
60156,111146,1
60156,62136,1
60156,60445,2
60156,62214,2
60156,62293,1
60156,62468,13
60156,62493,1
60156,62521,2
60156,62322,2
60156,62680,4
60156,62724,3
60156,62779,13
60156,62103,4
60156,60479,5
60156,59889,1
60156,55363,2
92934,92934,1
62834,62834,439
62834,61486,55
62834,59206,26
62834,61938,12
62834,61529,20
62834,90696,2
62834,90747,1
62834,82774,1
62834,62225,1
62834,82897,2
62834,61636,1
62834,337411,2
62834,58989,14
62834,60350,35
62834,59051,7
62834,61660,31
62834,59135,8
62834,59186,5
62834,59188,103
62834,59276,1
62834,59508,5
62834,59518,42
62834,59527,2
62834,59532,84
62834,59551,68
62834,59582,2
62834,59662,1
62834,59672,1
62834,59790,31
62834,59819,63
62834,59856,4
62834,84435,1
62834,59874,112
62834,59901,4
62834,59945,1
62834,59984,6
62834,60003,22
62834,62284,4
62834,60075,36
62834,60156,1
62834,60263,44
62834,60284,3
62834,60359,2
62834,60369,1
62834,60523,1
62834,84994,1
62834,60473,15
62834,60542,5
62834,60587,1
62834,60654,23
62834,61997,2
62834,60756,1
62834,60824,3
62834,60868,3
62834,60871,22
62834,60954,1
62834,60971,54
62834,61026,9
62834,61053,18
62834,61072,1
62834,61090,12
62834,62601,7
62834,61164,25
62834,61190,3
62834,61223,112
62834,61231,2
62834,61232,10
62834,61248,14
62834,61264,40
62834,61374,1
62834,61404,7
62834,60755,5
62834,61453,7
62834,61454,71
62834,86084,21
62834,59409,91
62834,61581,3
62834,61700,5
62834,61719,1
62834,61721,1
62834,61725,3
62834,61791,6
62834,61797,1
62834,61832,1
62834,61890,2
62834,61893,15
62834,61910,2
62834,62032,6
62834,62136,4
62834,60445,1
62834,62242,3
62834,62180,1
62834,62214,14
62834,62318,1
62834,54200,8
62834,62293,10
62834,62468,44
62834,62493,33
62834,62518,3
62834,62521,6
62834,62644,3
62834,62646,1
62834,62680,71
62834,62724,18
62834,62747,4
62834,54564,1
62834,62779,109
62834,62103,41
62834,62838,3
62834,62877,1
62834,62364,4
62834,103914,1
62834,243999,1
62834,60479,19
62834,112873,3
62834,62142,4
62834,59889,15
62834,162922,1
62834,81033,1
62834,81181,1
62834,89382,2
62834,61317,7
62834,62082,3
62834,55363,53
62834,60047,4
62834,62796,4
224017,224017,1
224017,124262,1
60182,60182,1
60182,59324,1
60182,59441,1
60182,59518,1
60182,59551,1
60182,59874,1
60182,60868,1
60182,61072,1
60182,61264,1
60182,61454,1
60182,61719,1
60182,61797,1
60182,61910,1
60182,62468,1
60182,62646,1
60182,62779,1
60182,62082,1
114663,114663,1
60194,60194,3
60194,115438,1
60194,82774,1
60194,83136,1
60194,59276,1
60194,59901,1
60194,59945,1
60194,85265,1
60194,81115,1
60194,81131,1
60194,61035,1
60194,61996,1
